id,org_name,grants_url,status,http_code,redirect_url,error
16,UNCDF - UN Capital Development Fund,https://www.uncdf.org/funding-windows,NOT_FOUND,404,https://www.uncdf.org/funding-windows,
28,Caribbean Development Bank,https://www.caribank.org/our-work/grants,NOT_FOUND,404,https://www.caribank.org/our-work/grants,
30,OPEC Fund for International Development,https://opecfund.org/what-we-do/grants,OK,200,https://opecfund.org/what-we-do/grants,
18,UNODC - UN Office on Drugs and Crime,https://www.unodc.org/unodc/en/donors/index.html,OK,200,https://www.unodc.org/unodc/en/donors/index.html,
31,Arab Fund for Economic and Social Development,https://www.arabfund.org/Default.aspx?pageId=2,BLOCKED (likely WAF),403,https://www.arabfund.org/Default.aspx?pageId=2,
17,UN Global Pulse,https://www.unglobalpulse.org/,OK,200,https://www.unglobalpulse.org/,
23,Islamic Development Bank,https://www.isdb.org/funding-opportunities,NOT_FOUND,404,https://www.isdb.org/funding-opportunities,
34,GIZ - Deutsche Gesellschaft für Internationale Zusammenarbeit,https://www.giz.de/en/workingwithgiz/3232.html,NOT_FOUND,404,https://www.giz.de/en/workingwithgiz/3232.html,
36,DFAT - Australian Department of Foreign Affairs and Trade,https://www.dfat.gov.au/development/grants-and-tenders,HTTP_000,000,https://www.dfat.gov.au/development/grants-and-tenders,
33,UK FCDO - Foreign Commonwealth and Development Office,https://www.gov.uk/government/organisations/foreign-commonwealth-development-office/about/research,OK,200,https://www.gov.uk/government/organisations/foreign-commonwealth-development-office/about/research,
27,New Development Bank,https://www.ndb.int/about-us/partnerships/,OK,200,https://www.ndb.int/about-ndb/,
37,JICA - Japan International Cooperation Agency,https://www.jica.go.jp/english/our_work/contract_grants/index.html,NOT_FOUND,404,https://www.jica.go.jp/Resource/english/our_work/contract_grants/index.html,
38,KOICA - Korea International Cooperation Agency,https://www.koica.go.kr/sites/koica_en/index.do,HTTP_000,000,https://www.koica.go.kr/sites/koica_en/index.do,
32,USAID,https://www.usaid.gov/work-usaid/grant-contract-opportunities,NOT_FOUND,404,https://www.usaid.gov/work-usaid/grant-contract-opportunities,
4,ITU AI for Good,https://aiforgood.itu.int/about-ai-for-good/scholar-programme/,NOT_FOUND,404,https://aiforgood.itu.int/about-us/scholar-programme/,
42,SDC - Swiss Agency for Development and Cooperation,https://www.eda.admin.ch/sdc/en/home/about-sdc/how-we-work/grants.html,BLOCKED (likely WAF),403,https://www.eda.admin.ch/sdc/en/home/about-sdc/how-we-work/grants.html,
24,European Bank for Reconstruction and Development,https://www.ebrd.com/work-with-us/civil-society.html,NOT_FOUND,404,https://www.ebrd.com/home/work-with-us/civil-society.html,
45,Newton Fund - British Council,https://www.britishcouncil.org/education/science/newton-fund,HTTP_000,000,https://www.britishcouncil.org/education/science/newton-fund,
39,Sida - Swedish International Development Cooperation Agency,https://www.sida.se/en/apply-for-grants,NOT_FOUND,404,https://www.sida.se/en/apply-for-grants,
41,AFD - Agence Française de Développement,https://www.afd.fr/en/ressources-acceder/calls-for-projects,NOT_FOUND,404,https://www.afd.fr/en/ressources-acceder/calls-for-projects,
35,IDRC - International Development Research Centre,https://idrc.ca/en/funding,OK,200,https://idrc-crdi.ca/en/funding,
40,Norad - Norwegian Agency for Development Cooperation,https://www.norad.no/en/front/funding/,OK,200,https://www.norad.no/en/for-partners/,
44,DFID / UK Research and Innovation - UKRI,https://www.ukri.org/opportunity/,OK,200,https://www.ukri.org/opportunity/,
50,DST - Department of Science and Technology India,https://www.dst.gov.in/scientific-programmes/scientific-engineering-research,BLOCKED (likely WAF),403,https://www.dst.gov.in/scientific-programmes/scientific-engineering-research,
43,Irish Aid,https://www.irishaid.ie/funding/,OK,200,https://www.ireland.ie/en/irish-aid/,
51,SERB - Science and Engineering Research Board India,https://serb.gov.in/schemes.php,NOT_FOUND,404,https://serb.gov.in/schemes.php,
54,JSPS - Japan Society for the Promotion of Science,https://www.jsps.go.jp/english/index.html,OK,200,https://www.jsps.go.jp/english/index.html,
48,DFG - Deutsche Forschungsgemeinschaft,https://www.dfg.de/en/research_funding/programmes/index.html,OK,200,https://www.dfg.de/en/research-funding/funding-opportunities/programmes,
52,NRF - National Research Foundation Singapore,https://www.nrf.gov.sg/funding-grants,OK,200,https://www.nrf.gov.sg/404.html,
29,CAF - Development Bank of Latin America,https://www.caf.com/en/topics/g/grants-and-donations/,NOT_FOUND,404,https://www.caf.com/en/action-areas/grants-and-donations/,
56,NSTDA - National Science and Technology Development Agency Thailand,https://www.nstda.or.th/en/,OK,200,https://www.nstda.or.th/en/,
57,BRIN - National Research and Innovation Agency Indonesia,https://www.brin.go.id/en/funding/,NOT_FOUND,404,https://www.brin.go.id/en/funding,
49,NRF - National Research Foundation South Africa,https://www.nrf.ac.za/funding-opportunities/,NOT_FOUND,404,https://www.nrf.ac.za/funding-opportunities/,
58,DOST - Department of Science and Technology Philippines,https://www.dost.gov.ph/funding-opportunities.html,OK,200,https://www.dost.gov.ph/index.php?option=com_content&view=article&id=3751,
61,NSF Sri Lanka - National Science Foundation,https://www.nsf.gov.lk/research-grants/,NOT_FOUND,404,https://www.nsf.gov.lk/research-grants/,
59,MOSTI - Ministry of Science Technology and Innovation Malaysia,https://www.mosti.gov.my/en/,OK,200,https://www.mosti.gov.my/en/,
55,NSTC - National Science and Technology Council Taiwan,https://www.nstc.gov.tw/folksonomy/detail/f7ae5d09-72db-42aa-b4e5-7c0b9f7d7d2a?l=en,NOT_FOUND,404,https://www.nstc.gov.tw/folksonomy/detail/f7ae5d09-72db-42aa-b4e5-7c0b9f7d7d2a?l=en,
46,NWO - Dutch Research Council,https://www.nwo.nl/en/calls,OK,200,https://www.nwo.nl/en/calls,
53,NRF - National Research Foundation of Korea,https://www.nrf.re.kr/eng/main,BLOCKED (likely WAF),403,https://www.nrf.re.kr/eng/main,
62,NAST Nepal - Nepal Academy of Science and Technology,https://nast.gov.np/en/services/grants-scholarships,SERVER_ERROR,500,https://nast.gov.np/en/services/grants-scholarships,
64,CNPQ - Brazilian National Council for Scientific Research,https://www.gov.br/cnpq/pt-br/acesso-a-informacao/acoes-e-programas,BLOCKED (likely WAF),403,https://www.gov.br/cnpq/pt-br/acesso-a-informacao/acoes-e-programas,
68,Minciencias - Ministry of Science Technology and Innovation Colombia,https://minciencias.gov.co/convocatorias,OK,200,https://minciencias.gov.co/convocatorias,
65,ANID - Agencia Nacional de Investigación y Desarrollo Chile,https://anid.cl/convocatorias/,NOT_FOUND,404,https://anid.cl/convocatorias/,
67,CONAHCYT - Consejo Nacional de Humanidades Ciencias y Tecnologías Mexico,https://conahcyt.mx/convocatorias/,OK,200,https://secihti.mx/convocatorias/,
71,QNRF - Qatar National Research Fund,https://www.qnrf.org/en-us/Funding/Research-Programs,OK,200,https://qrdi.org.qa/en-US/,
73,TRC - The Research Council Oman,https://www.trc.gov.om/funding/,HTTP_000,000,https://www.trc.gov.om/funding/,
74,Jordan SRSF - Scientific Research Support Fund,https://www.srsf.gov.jo/En/Pages/FundingOpportunities.aspx,HTTP_000,000,https://www.srsf.gov.jo/En/Pages/FundingOpportunities.aspx,
72,KFAS - Kuwait Foundation for the Advancement of Sciences,https://www.kfas.com/grants,HTTP_000,000,https://www.kfas.com/grants,
76,Egyptian STIFA - Science Technology and Innovation Funding Authority,https://stifa.sci.eg/,HTTP_000,000,https://stifa.sci.eg/,
77,Kenya NRF - National Research Fund,https://www.researchfund.go.ke/grants,HTTP_000,000,https://www.researchfund.go.ke/grants,
66,CONICET - Consejo Nacional de Investigaciones Científicas Argentina,https://www.conicet.gov.ar/convocatorias/,HTTP_000,000,https://www.conicet.gov.ar/convocatorias/,
75,CNRST - Centre National pour la Recherche Scientifique et Technique Morocco,https://www.cnrst.ma/index.php/fr/appels-a-projets,NOT_FOUND,404,https://www.cnrst.ma/fr/appels-a-projets,
79,NRF Nigeria - National Research Fund via TETFund,https://www.tetfund.gov.ng/index.php/research-and-development/ibr,NOT_FOUND,404,https://www.tetfund.gov.ng/index.php/research-and-development/ibr,
78,NACOSTI Kenya - National Commission for Science Technology and Innovation,https://www.nacosti.go.ke/licensing-and-funding/,NOT_FOUND,404,https://www.nacosti.go.ke/licensing-and-funding/,
81,Tanzania COSTECH - Commission for Science and Technology,https://www.costech.or.tz/grants/,OK,200,https://www.costech.or.tz/grants/,
83,Ethiopia MINT - Ministry of Innovation and Technology,https://www.mint.gov.et/,HTTP_000,000,https://www.mint.gov.et/,
80,Uganda UNCST - National Council for Science and Technology,https://www.uncst.go.ug/research-grants/,NOT_FOUND,404,https://www.uncst.go.ug/research-grants/,
85,NCST Zambia - National Council for Scientific Research,https://www.nstc.gov.zm/,HTTP_000,000,https://www.nstc.gov.zm/,
86,NCR Mozambique,https://www.mctes.gov.mz/,HTTP_000,000,https://www.mctes.gov.mz/,
87,Ministry of Science and Technology Bangladesh,https://most.gov.bd/site/page/fellowship-scholarship,NOT_FOUND,404,https://most.gov.bd/site/page/fellowship-scholarship,
88,Polish NCN - National Science Centre,https://www.ncn.gov.pl/en/finansowanie-nauki/programy-i-konkursy,OK,307,https://www.ncn.gov.pl/en/finansowanie-nauki/programy-i-konkursy,
89,Czech GACR - Grant Agency of the Czech Republic,https://gacr.cz/en/,OK,200,https://gacr.cz/en/,
90,Slovak APVV - Slovak Research and Development Agency,https://www.apvv.sk/en.html,NOT_FOUND,404,https://www.apvv.sk/en.html,
82,Rwanda MINEDUC / RDB Research,https://www.rdb.rw/home/key-sectors/innovation-technology/,NOT_FOUND,404,https://rdb.rw/home/key-sectors/innovation-technology/,
92,Armenian Science Committee,https://www.sci.am/en/,NOT_FOUND,404,https://www.sci.am/en/,
91,Georgian GNSF - Georgian National Science Foundation,https://rustaveli.org.ge/index.php/en/,NOT_FOUND,404,https://rustaveli.org.ge/index.php/en/,
94,Open Society Foundations,https://www.opensocietyfoundations.org/grants,OK,200,https://www.opensocietyfoundations.org/grants,
84,Ghana Research and Innovation Fund,https://www.mesti.gov.gh/research-innovation-fund/,NOT_FOUND,404,https://mesti.gov.gh/research-innovation-fund/,
95,Wellcome Trust,https://wellcome.org/grant-funding,OK,200,https://wellcome.org/research-funding,
96,Rockefeller Foundation,https://www.rockefellerfoundation.org/grants/,OK,200,https://www.rockefellerfoundation.org/our-grants/,
97,Ford Foundation,https://www.fordfoundation.org/work/our-grants/,OK,200,https://www.fordfoundation.org/work/our-grants/,
93,Mozilla Foundation,https://foundation.mozilla.org/en/what-we-fund/,OK,200,https://www.mozillafoundation.org/en/what-we-do/grantmaking/,
100,Hewlett Foundation,https://hewlett.org/grants/,OK,200,https://hewlett.org/grants/,
98,MacArthur Foundation,https://www.macfound.org/programs/,OK,200,https://www.macfound.org/programs/,
47,ANR - Agence Nationale de la Recherche,https://anr.fr/en/open-calls-and-preannouncements/,HTTP_000,000,https://anr.fr/en/open-calls-and-preannouncements/,
99,Omidyar Network,https://omidyar.com/our-approach/,OK,200,https://omidyar.com/how-we-invest/our-approach/,
101,Luminate,https://luminategroup.com/funding,OK,200,https://luminategroup.com/funding,
102,Patrick J. McGovern Foundation,https://www.mcgovern.org/apply/,NOT_FOUND,404,https://www.mcgovern.org/apply/,
103,Schmidt Sciences,https://www.schmidtsciences.org/funding-opportunities/,NOT_FOUND,404,https://www.schmidtsciences.org/funding-opportunities/,
107,Sloan Foundation,https://sloan.org/grants/apply,BLOCKED (likely WAF),403,https://sloan.org/grants/apply,
60,PSF - Pakistan Science Foundation,https://www.psf.gov.pk/,HTTP_000,000,https://www.psf.gov.pk/,
109,Long-Term Future Fund (LTFF),https://funds.effectivealtruism.org/funds/far-future,BLOCKED (likely WAF),403,https://funds.effectivealtruism.org/funds/far-future,
110,EA Infrastructure Fund,https://funds.effectivealtruism.org/funds/ea-community,BLOCKED (likely WAF),403,https://funds.effectivealtruism.org/funds/ea-community,
63,Vietnam MOST - Ministry of Science and Technology Vietnam,https://www.most.gov.vn/en/,HTTP_000,000,https://www.most.gov.vn/en/,
105,Oak Foundation,https://oakfnd.org/what-we-fund/,NOT_FOUND,404,https://oakfnd.org/what-we-fund/,
111,Survival and Flourishing Fund,https://survivalandflourishing.fund/,BLOCKED (likely WAF),403,https://survivalandflourishing.fund/,
112,Manifund - Regrants,https://manifund.org/,RATE_LIMITED,429,https://manifund.org/,
114,Apart Research,https://www.apartresearch.com/grants,NOT_FOUND,404,https://apartresearch.com/grants,
108,Carnegie Corporation of New York,https://www.carnegie.org/grants/,OK,200,https://www.carnegie.org/grants/,
115,Center for AI Safety,https://safe.ai/,OK,200,https://safe.ai/,
117,Emergent Ventures,https://www.mercatus.org/emergent-ventures,BLOCKED (likely WAF),403,https://www.mercatus.org/emergent-ventures,
116,Alignment Research Center,https://www.alignment.org/,OK,200,https://www.alignment.org/,
113,Future of Life Institute,https://futureoflife.org/grant-programs/,OK,200,https://futureoflife.org/our-work/grantmaking-work/,
106,Open Philanthropy,https://www.openphilanthropy.org/how-to-apply/,BLOCKED (likely WAF),403,https://coefficientgiving.org/,
122,Fulbright Program,https://www.fulbright.gov/,HTTP_000,000,https://www.fulbright.gov/,
118,Horizon Europe,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/home,OK,200,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/home,
119,ERC - European Research Council,https://erc.europa.eu/apply-grant,OK,200,https://erc.europa.eu/apply-grant,
123,British Academy,https://www.thebritishacademy.ac.uk/funding/,BLOCKED (likely WAF),403,https://www.thebritishacademy.ac.uk/funding/,
124,Leverhulme Trust,https://www.leverhulme.ac.uk/funding/,BLOCKED (likely WAF),403,https://www.leverhulme.ac.uk/funding/,
69,CONCYTEC - Consejo Nacional de Ciencia Tecnología e Innovación Perú,https://concytec.gob.pe/convocatorias/,HTTP_000,000,https://concytec.gob.pe/convocatorias/,
120,Marie Skłodowska-Curie Actions,https://marie-sklodowska-curie-actions.ec.europa.eu/,OK,200,https://marie-sklodowska-curie-actions.ec.europa.eu/,
125,DAAD - German Academic Exchange Service,https://www.daad.de/en/find-funding/,NOT_FOUND,404,https://www.daad.de/en/find-funding/,
70,SENESCYT - Secretaría de Educación Superior Ecuador,https://www.senescyt.gob.ec/web/guest/becas-convocatorias,HTTP_000,000,https://www.senescyt.gob.ec/web/guest/becas-convocatorias,
121,Alexander von Humboldt Foundation,https://www.humboldt-foundation.de/en/apply,OK,200,https://www.humboldt-foundation.de/en/apply/sponsorship-programmes,
127,Korea Foundation,https://www.kf.or.kr/kfen/pgm/pPgmList.do,OK,200,https://www.kf.or.kr/kfen/pgm/pPgmList.do,
131,Asia Foundation,https://asiafoundation.org/what-we-do/grants/,BLOCKED (likely WAF),403,https://asiafoundation.org/what-we-do/grants/,
133,Mastercard Foundation,https://mastercardfdn.org/funding/,NOT_FOUND,404,https://mastercardfdn.org/funding/,
135,Mo Ibrahim Foundation,https://mo.ibrahim.foundation/,BLOCKED (likely WAF),403,https://mo.ibrahim.foundation/,
132,East-West Center,https://www.eastwestcenter.org/research/fellowships-and-grants,BLOCKED (likely WAF),403,https://www.eastwestcenter.org/research/fellowships-and-grants,
128,Sasakawa Peace Foundation,https://www.spf.org/en/programs/grants.html,NOT_FOUND,404,https://www.spf.org/en/programs/grants.html,
138,J-PAL - Abdul Latif Jameel Poverty Action Lab,https://www.povertyactionlab.org/funding,NOT_FOUND,404,https://www.povertyactionlab.org/funding,
126,Japan Foundation,https://www.jpf.go.jp/e/program/index.html,OK,200,https://www.jpf.go.jp/e/program/index.html,
136,Tata Trusts,https://www.tatatrusts.org/our-work/grants,OK,200,https://www.tatatrusts.org/our-work/grants,
130,Aga Khan Foundation,https://www.akdn.org/our-agencies/aga-khan-foundation/international-scholarship-programme,OK,200,https://the.akdn/en/what-we-do/developing-human-capacity/education/international-scholarships,
137,Azim Premji Foundation,https://azimpremjiuniversity.edu.in/research-grants,OK,200,https://azimpremjiuniversity.edu.in/cld/research-conferences-cld,
139,BRAC,https://www.brac.net/research/,NOT_FOUND,404,https://www.brac.net/research/,
129,Nippon Foundation,https://www.nippon-foundation.or.jp/en/grant_application/,NOT_FOUND,404,https://en.nippon-foundation.or.jp/grant_application/,
144,Google.org,https://www.google.org/our-work/,OK,200,https://www.google.org/,
141,OECD.AI Policy Observatory,https://oecd.ai/en/,OK,200,https://oecd.ai/en/,
146,Meta AI for Social Impact,https://socialimpact.facebook.com/,HTTP_400,400,https://socialimpact.facebook.com/,
134,Tony Elumelu Foundation,https://www.tonyelumelufoundation.org/tef-program/apply/,OK,200,https://www.tonyelumelufoundation.org/,
145,Microsoft AI for Good Lab,https://www.microsoft.com/en-us/ai/ai-for-good,OK,200,https://www.microsoft.com/en-us/research/group/ai-for-good-research-lab/,
148,Bloomberg Philanthropies,https://www.bloomberg.org/public-health/,BLOCKED (likely WAF),403,https://www.bloomberg.org/public-health/,
149,Gavi - Vaccine Alliance,https://www.gavi.org/investing-gavi/innovative-financing,OK,200,https://www.gavi.org/investing-gavi/innovative-financing,
142,Partnership on AI,https://partnershiponai.org/fellowships/,NOT_FOUND,404,https://partnershiponai.org/fellowships/,
153,Alan Turing Institute,https://www.turing.ac.uk/work-turing/fellowships,BLOCKED (likely WAF),403,https://www.turing.ac.uk/work-turing/fellowships,
150,Gates Foundation - Grand Challenges,https://grandchallenges.org/explorations,NOT_FOUND,404,https://www.grandchallenges.org/explorations,
140,GPAI - Global Partnership on AI,https://gpai.ai/projects/,OK,200,https://oecd.ai/en/,
143,AI Safety Fund,https://www.aisafetyfund.org/,OK,200,https://www.aisafetyfund.org/,
104,Skoll Foundation,https://skoll.org/about/how-we-work/,OK,200,https://skoll.org/,
152,Allen Institute for AI (AI2),https://allenai.org/get-involved,NOT_FOUND,404,https://allenai.org/get-involved,
157,Humanity AI Initiative,https://humanityai.ai/,OK,200,https://humanityai.ai/,
154,Schwartz Reisman Institute,https://srinstitute.utoronto.ca/programs,NOT_FOUND,404,https://srinstitute.utoronto.ca/programs,
160,TWAS - The World Academy of Sciences,https://twas.org/opportunities/grants,NOT_FOUND,404,https://twas.org/opportunities/grants,
161,CAS-TWAS - Chinese Academy of Sciences Fellowships,https://twas.org/opportunities/fellowships,OK,200,https://twas.org/opportunities/fellowships,
163,AfDB African Development Fund,https://www.afdb.org/en/topics-and-sectors/initiatives-partnerships/african-development-fund,BLOCKED (likely WAF),403,https://www.afdb.org/en/topics-and-sectors/initiatives-partnerships/african-development-fund,
155,Montreal AI Ethics Institute,https://montrealethics.ai/get-involved/,NOT_FOUND,404,https://montrealethics.ai/get-involved/,
158,FCDO GCRF / UK Research Partnerships,https://www.ukri.org/what-we-do/browse-our-areas-of-investment-and-support/global-challenges-research-fund/,OK,200,https://www.ukri.org/what-we-do/browse-our-areas-of-investment-and-support/global-challenges-research-fund/,
156,AI Now Institute,https://ainowinstitute.org/,OK,200,https://ainowinstitute.org/,
164,ADB Technical Assistance,https://www.adb.org/what-we-do/grant/main,NOT_FOUND,404,https://www.adb.org/what-we-do/grant/main,
159,Horizon Africa,https://ec.europa.eu/info/research-and-innovation/funding/funding-opportunities/horizon-europe/africa-initiative_en,NOT_FOUND,404,https://commission.europa.eu/research-and-innovation/funding/funding-opportunities/horizon-europe/africa-initiative_en,
162,Abdus Salam International Centre for Theoretical Physics (ICTP),https://www.ictp.it/programmes/fellowship-grants,NOT_FOUND,404,https://www.ictp.it/programmes/fellowship-grants,
168,Children's Investment Fund Foundation (CIFF),https://ciff.org/about-us/how-we-work/grants/,OK,200,https://ciff.org/page-not-found/,
166,Porticus Foundation,https://www.porticus.com/en/funding,NOT_FOUND,404,https://www.porticus.com/en/funding,
147,Novo Nordisk Foundation,https://novonordiskfonden.dk/en/grants/,OK,200,https://novonordiskfonden.dk/en/grant/,
171,Alfred P. Sloan Foundation Digital Technology Program,https://sloan.org/programs/digital-technology,BLOCKED (likely WAF),403,https://sloan.org/programs/digital-technology,
173,Rockefeller Bellagio Center Residency,https://www.rockefellerfoundation.org/bellagio-center/residency-program/,OK,200,https://www.rockefellerfoundation.org/fellowships-convenings/bellagio-center/residency-program/,
172,MacArthur 100&Change,https://www.macfound.org/programs/100change/,OK,200,https://www.macfound.org/programs/awards/100change/,
176,Fulbright Specialist Program,https://www.fulbrightspecialist.org/,HTTP_000,000,https://www.fulbrightspecialist.org/,
175,IREX,https://www.irex.org/programs,NOT_FOUND,404,https://www.irex.org/programs,
177,US National Endowment for Democracy,https://www.ned.org/apply-for-grant/,OK,200,https://www.ned.org/apply-for-grant/en/,
178,International Republican Institute (IRI),https://www.iri.org/,OK,200,https://www.iri.org/,
180,TED Audacious Project,https://audaciousproject.org/apply,OK,200,https://audaciousproject.org/apply,
170,Open Research Fund - Open Knowledge Foundation,https://okfn.org/en/projects/,OK,200,https://okfn.org/en/projects/,
181,Cipher Brief Network / Cybersecurity Research,https://www.thecipherbrief.com/,OK,200,https://www.thecipherbrief.com/,
182,Belfer Center - Harvard Kennedy School,https://www.belfercenter.org/programs/fellowships,NOT_FOUND,404,https://www.belfercenter.org/programs/fellowships,
167,Laudes Foundation,https://laudesfoundation.org/grants/,NOT_FOUND,404,https://www.laudesfoundation.org/grants/,
151,CIFAR,https://cifar.ca/fellowships-and-grants/,NOT_FOUND,404,https://cifar.ca/fellowships-and-grants/,
185,Wilson Center Fellowships,https://www.wilsoncenter.org/fellowship-overview,NOT_FOUND,404,https://www.wilsoncenter.org/fellowship-overview,
183,Carnegie Endowment for International Peace,https://carnegieendowment.org/fellowships,OK,200,https://carnegieendowment.org/fellowships,
169,Wellcome Leap,https://wellcomeleap.org/programs/,OK,200,https://wellcomeleap.org/not-found/,
187,Chatham House,https://www.chathamhouse.org/about-us/work-us/fellowships,BLOCKED (likely WAF),403,https://www.chathamhouse.org/about-us/work-us/fellowships,
165,IDRC Canada - AI for Development,https://idrc.ca/en/research-in-action/ai-development,NOT_FOUND,404,https://idrc-crdi.ca/en/research-in-action/ai-development,
191,Lightspeed Grants,https://lightspeedgrants.org/,OK,200,https://lightspeedgrants.org/,
179,NDI - National Democratic Institute,https://www.ndi.org/democracy-grants,NOT_FOUND,404,https://www.ndi.org/democracy-grants,
193,KACST - King Abdulaziz City for Science and Technology Saudi Arabia,https://www.kacst.edu.sa/en/s/Pages/GrantsPrograms.aspx,HTTP_000,000,https://www.kacst.edu.sa/en/s/Pages/GrantsPrograms.aspx,
174,European Journalism Centre (EJC) Grants,https://ejc.net/grants,OK,200,https://ejc.net/funding,
184,Brookings Institution,https://www.brookings.edu/fellowships/,NOT_FOUND,404,https://www.brookings.edu/fellowships/,
188,RAND Corporation Fellowships,https://www.rand.org/about/edu_opp/fellowships.html,NOT_FOUND,404,https://www.rand.org/about/edu_opp/fellowships.html,
196,AAAS - American Association for the Advancement of Science,https://www.aaas.org/programs/science-technology-policy-fellowships,OK,200,https://www.aaas.org/programs/science-technology-policy-fellowships,
192,Nonlinear Network,https://www.nonlinear.org/grants,NOT_FOUND,404,https://www.nonlinear.org/grants,
198,Simons Foundation,https://www.simonsfoundation.org/funding-opportunities/,OK,200,https://www.simonsfoundation.org/funding-opportunities/,
190,AI Safety Support,https://www.aisafetysupport.org/funding,NOT_FOUND,404,https://www.aisafetysupport.org/funding,
194,Taiwan International Graduate Program (TIGP),https://tigp.sinica.edu.tw/,OK,200,https://tigp.sinica.edu.tw/,
189,Oxford Internet Institute,https://www.oii.ox.ac.uk/study/doctoral-research/funding/,NOT_FOUND,404,https://www.oii.ox.ac.uk/study/doctoral-research/funding/,
202,Ashoka Fellows,https://www.ashoka.org/en-us/program/ashoka-fellows,BLOCKED (likely WAF),403,https://www.ashoka.org/en-us/program/ashoka-fellows,
195,UNESCO - L'Oreal for Women in Science,https://www.forwomeninscience.com/en/fellowships,NOT_FOUND,404,https://www.forwomeninscience.com/en/fellowships,
205,Mava Foundation,https://www.mavafoundation.org/,HTTP_000,000,https://www.mavafoundation.org/,
197,Schmidt Futures,https://www.schmidtfutures.com/our-work/,OK,200,https://www.schmidtsciences.org/,
206,Children's Climate Fund,https://childrensclimatefund.org/,HTTP_000,000,https://childrensclimatefund.org/,
208,AI Governance Lab,https://aigovernancelab.org/,HTTP_000,000,https://aigovernancelab.org/,
207,Climate Emergency Fund,https://climateemergencyfund.org/apply/,BLOCKED (likely WAF),403,https://climateemergencyfund.org/apply/,
204,Omidyar Network India,https://www.omidyarnetwork.in/funding,HTTP_000,000,https://www.omidyarnetwork.in/funding,
199,Patrick McGovern Foundation AI for Social Good,https://www.mcgovern.org/apply/,NOT_FOUND,404,https://www.mcgovern.org/apply/,
211,AAS - African Academy of Sciences,https://www.aasciences.africa/programmes,BLOCKED (likely WAF),403,https://www.aasciences.africa/programmes,
200,Global Innovation Fund,https://www.globalinnovation.fund/apply/,NOT_FOUND,404,https://www.globalinnovation.fund/apply/,
212,ARISE - African Research Initiative for Scientific Excellence,https://www.aasciences.africa/arise,BLOCKED (likely WAF),403,https://www.aasciences.africa/arise,
203,Skoll World Forum - Edge Awardees,https://skoll.org/skoll-world-forum/,OK,200,https://skoll.org/skoll-world-forum/,
